idEstudiante,idPrograma,Programa,nombre,email,sexo,genero,fechaNacimiento,Modalidad Grado,telefono,fechaInicio,fechaFin
531,59,Musica (Maestria),Tina Koch,Cesar_Emard78@yahoo.com,male,Male to female transsexual woman,9/8/1995,tesis,3503776393,2/12/2021,5/14/2033
532,37,Pedagogia,Marcus Nikolaus,Pete64@yahoo.com,male,Cisgender man,4/9/1991,tesis,3828671074,1/10/2016,9/16/2026
533,24,Ingenieria de Minas,Dr. Wade Windler PhD,Judith.Harvey47@gmail.com,female,Androgynous,1/12/1999,bapi,3568684789,11/24/2028,5/28/2039
534,10,Contaduria Publica,Jasmine O'Reilly,Margarita_Kessler66@gmail.com,female,Androgyne,1/9/1999,pasantia,3326525274,6/11/2027,2/18/2036
535,29,Ingenieria Quimica,Priscilla Feeney,Beth36@yahoo.com,female,Cis woman,8/2/1998,tesis,3677896247,3/5/2019,12/6/2023
536,70,Derecho (Doctorado),Erin Mohr,Isabel56@gmail.com,female,Transexual female,5/26/1999,bapi,3584401148,7/6/2028,11/7/2038
537,80,Sociologia (Doctorado),Edgar Wintheiser III,Melissa.Welch@yahoo.com,female,Trans woman,10/1/1999,tesis,3895271924,2/5/2030,7/6/2037
538,35,Nutricion y Dietetica,Sylvester Casper,Tanya_Pacocha@yahoo.com,female,Transexual male,1/19/1991,bapi,3622134154,6/24/2012,6/25/2022
539,42,Arquitectura Paisajista (Maestria),Miss Cora Schumm,Kristine.Spinka@gmail.com,female,Intersex person,6/5/1990,pasantia,3169889834,11/6/2014,4/16/2021
540,38,Psicologia,Miss Victoria Hoeger,Todd6@hotmail.com,male,Demi-man,1/23/1990,bapi,3739270311,3/2/2020,10/7/2030
541,25,Ingenieria de Sistemas y Computacion,Randall Murphy,Julio.Wisozk42@yahoo.com,male,Cis,6/23/1995,bapi,3124012164,9/26/2023,12/27/2030
542,29,Ingenieria Quimica,Ruth Bauch,Gloria58@yahoo.com,female,Pangender,10/17/1995,pasantia,3651585370,12/27/2015,1/6/2024
543,40,Sociologia,Mack Herman,Marie_Feeney-Ledner@gmail.com,female,Trans female,7/25/1999,tesis,3348590815,6/26/2030,11/3/2034
544,41,Trabajo Social,Chester Batz,Levi82@gmail.com,male,Two* person,7/28/1996,tesis,3912633575,2/8/2021,4/14/2026
545,27,Ingenieria Industrial,Chelsea Walsh,Amy.Mann23@hotmail.com,female,T* woman,6/23/1991,tesis,3668009145,8/30/2022,9/10/2032
546,42,Arquitectura Paisajista (Maestria),Brett Balistreri,Lamar.Haag@yahoo.com,male,Cis woman,4/8/1993,bapi,3701043070,10/17/2022,3/22/2031
547,78,Neurociencias (Doctorado),Alicia Legros IV,Lamar_Vandervort44@gmail.com,male,Female to male,6/6/1992,tesis,3561981364,12/16/2011,3/26/2016
548,68,Biologia (Doctorado),Nicholas Medhurst,Agnes38@gmail.com,female,Demigender,6/16/1995,bapi,3640986155,1/25/2018,8/29/2027
549,25,Ingenieria de Sistemas y Computacion,Jose Fritsch,Jesus_Cruickshank18@yahoo.com,male,Hermaphrodite,10/15/1992,tesis,3546997777,11/24/2015,4/4/2025
550,70,Derecho (Doctorado),Victor Pollich,Donald.Mitchell34@gmail.com,male,M2F,6/6/1996,tesis,3475753156,10/7/2026,5/19/2032
551,72,Estudios Urbanos y Regionales (Doctorado),Luke Franey III,Jana28@gmail.com,female,Cisgender male,2/22/1992,tesis,3827986870,5/24/2022,8/26/2027
552,46,Economia (Maestria),Marta Towne,Shaun.Orn86@hotmail.com,male,Cisgender male,6/17/1997,tesis,3801957029,8/27/2027,6/30/2034
553,66,Trabajo Social (Maestria),Frances D'Amore,Vanessa.Rowe24@hotmail.com,female,Intersex,11/15/1992,bapi,3359213289,6/19/2022,7/24/2028
554,16,Fisica,Tricia Leffler,Pablo.Hackett28@yahoo.com,male,Non-binary,4/13/1991,pasantia,3753951657,12/20/2016,12/23/2020
555,78,Neurociencias (Doctorado),Laurence Krajcik,Jeff_Skiles@gmail.com,male,Female to male transsexual man,8/25/1997,pasantia,3885055138,3/5/2019,4/6/2028
556,16,Fisica,Terrence Franey,Karla.Sporer41@hotmail.com,female,Genderflux,6/19/1999,bapi,3412695807,11/21/2022,6/24/2030
557,74,Ingenieria Civil (Doctorado),Crystal Jacobi,Terry.Bogan@hotmail.com,female,Hermaphrodite,9/17/1997,bapi,3897691704,12/21/2018,2/25/2026
558,7,Ciencias de la Computacion,Josephine Jacobs,Darryl_Ondricka98@hotmail.com,male,Male to female,7/31/1997,bapi,3978915777,2/9/2024,5/20/2031
559,12,Diseno Grafico,Lynne Bergstrom,Nancy38@yahoo.com,female,Omnigender,10/10/1994,pasantia,3459725491,1/13/2021,6/21/2027
560,74,Ingenieria Civil (Doctorado),Dr. Elisa Schaefer,Wilson.Bode-Franey32@hotmail.com,male,Two* person,7/2/1990,pasantia,3905320157,1/14/2017,2/20/2024
561,18,Historia,Miss Marlene Fay,Helen.Lehner-Feest70@yahoo.com,female,Transexual man,8/21/1990,tesis,3923445914,5/29/2018,5/2/2025
562,47,Educacion (Maestria),Ruth Kirlin,Linda_Boyle@yahoo.com,female,Demi-man,9/12/1994,tesis,3575922230,4/19/2017,6/22/2029
563,68,Biologia (Doctorado),Roberta Weissnat,Tomas.Ortiz@gmail.com,male,Intersex woman,1/17/1993,pasantia,3369004999,7/27/2015,7/4/2019
564,37,Pedagogia,Abraham Goldner-Hahn,Dolores_Larkin@gmail.com,female,Genderflux,12/25/1990,bapi,3485827188,7/5/2017,12/8/2029
565,31,Matematicas,Tricia Wuckert,Lawrence.Schamberger@yahoo.com,male,Pangender,9/8/1999,tesis,3571555305,3/17/2031,7/24/2038
566,33,Microbiologia,Theodore Weissnat,Debra_Grady@gmail.com,female,Male to female transgender woman,7/17/1992,bapi,3523937381,10/18/2017,5/28/2023
567,64,Salud Publica (Maestria),Sheri Leuschke,Sadie81@hotmail.com,female,Female to male,6/11/1998,bapi,3012968083,1/12/2028,10/20/2036
568,56,Ingenieria de Sistemas y Computacion (Maestria),Ethel Satterfield,Angelo3@hotmail.com,male,Other,2/14/1999,pasantia,3140327862,12/15/2019,10/19/2030
569,9,Comunicacion Social,Angel Tillman,Duane48@yahoo.com,male,Demi-woman,7/17/1990,tesis,3011540321,3/25/2020,4/26/2026
570,28,Ingenieria Mecanica,Melody Farrell,Leigh9@yahoo.com,female,Intersex man,11/13/1996,bapi,3297583366,5/22/2024,11/24/2032
571,55,Ingenieria de Materiales (Maestria),Ms. Irene Hyatt,Hilda77@gmail.com,female,Intersex woman,8/30/1991,pasantia,3719972829,1/5/2023,2/9/2034
572,28,Ingenieria Mecanica,Dr. Kelli Macejkovic,Darryl_Senger@gmail.com,male,Cis male,11/15/1995,pasantia,3903038136,1/21/2024,6/26/2031
573,2,Antropologia,Mrs. Robyn Dickens-Koss,Malcolm56@yahoo.com,male,Intersex,2/17/1994,pasantia,3093361387,6/20/2023,1/25/2028
574,10,Contaduria Publica,Jana Lehner,Marlon.Lind34@hotmail.com,male,T* man,1/14/1994,tesis,3671708182,9/24/2025,12/1/2035
575,34,Musica,Sean Nitzsche,Jay2@hotmail.com,male,Trans,2/21/2000,pasantia,3702358242,9/1/2030,10/3/2040
576,32,Medicina,Willis Fahey-Wilderman,Muriel_Schowalter39@gmail.com,female,Cisgender female,7/5/1996,bapi,3746793038,11/7/2020,8/17/2024
577,4,Arte,Lillian Koepp,Alfred.Kshlerin@yahoo.com,male,Omnigender,10/9/1996,pasantia,3306680969,6/19/2028,8/24/2039
578,64,Salud Publica (Maestria),Carlos Jacobi,Alexander82@hotmail.com,male,Transexual woman,1/12/1999,tesis,3363919764,12/21/2025,3/31/2037
579,15,Enfermeria,Caleb Rempel,Judy8@hotmail.com,female,Bigender,12/21/1992,pasantia,3767631301,1/31/2015,10/9/2025
580,39,Quimica,Valerie Altenwerth,Alexis.Halvorson5@yahoo.com,female,Trans woman,3/24/1996,pasantia,3287432871,9/29/2019,12/6/2024
581,13,Economia,Mr. Joe Koelpin,Heidi_Williamson46@gmail.com,female,Two-spirit,6/25/1991,pasantia,3173298702,7/28/2020,5/9/2027
582,50,Genetica y Biologia Molecular (Maestria),Levi Thompson,Tony_Shields@hotmail.com,male,Cisgender,12/21/1997,bapi,3744377481,7/25/2018,3/3/2026
583,39,Quimica,Santos Walker,Casey14@yahoo.com,male,FTM,6/5/1990,bapi,3114178801,7/17/2013,6/19/2018
584,15,Enfermeria,Jana Hayes DVM,Johnnie_Bailey@hotmail.com,male,FTM,2/5/1995,pasantia,3172006010,2/9/2018,7/18/2028
585,4,Arte,Roxanne Legros,Ethel19@gmail.com,female,Cisgender,11/29/1992,pasantia,3160335124,1/9/2021,4/11/2032
586,68,Biologia (Doctorado),Tracey Langosh MD,Rosie.Prohaska39@gmail.com,female,Cis man,1/9/1992,bapi,3943692108,7/13/2015,8/17/2024
587,80,Sociologia (Doctorado),Mrs. Tami Hickle,Brooke35@hotmail.com,female,Transmasculine,5/18/1991,tesis,3789577075,1/20/2017,10/25/2026
588,36,Odontologia,George Price,Sherri7@hotmail.com,female,Agender,7/3/1996,tesis,3906689939,12/8/2020,6/9/2026
589,76,Matematicas (Doctorado),Christopher Feest IV,Kerry.Bosco15@hotmail.com,female,Omnigender,8/24/1996,bapi,3134622648,7/27/2023,3/4/2029
590,1,Administracion de Empresas,Eloise Willms PhD,Maurice61@yahoo.com,male,MTF,12/28/1994,bapi,3422010559,10/5/2022,1/9/2028
591,39,Quimica,Dr. Forrest Kertzmann,Dwayne2@yahoo.com,male,Gender nonconforming,12/6/1991,bapi,3115156972,5/10/2012,10/18/2017
592,26,Ingenieria Electrica,Mabel Howell,Sheri80@gmail.com,female,Other,12/27/1995,bapi,3988373170,1/6/2021,4/16/2025
593,65,Sociologia (Maestria),Ms. Kayla Roob,Dianne_Bailey38@gmail.com,female,Gender variant,10/11/1996,tesis,3158322529,3/23/2018,5/2/2025
594,62,Planificacion Urbana y Regional (Maestria),Derrick Reilly,Roy_Block-Shanahan17@yahoo.com,male,Female to male transsexual man,11/27/1992,tesis,3629088610,2/4/2016,3/12/2023
595,37,Pedagogia,Salvatore Turner,Phillip_Sanford19@yahoo.com,male,Demi-boy,11/9/1991,bapi,3644420345,3/20/2017,7/22/2027
596,56,Ingenieria de Sistemas y Computacion (Maestria),Wilbert Armstrong,Nicole_Kub@hotmail.com,female,Multigender,5/30/1995,pasantia,3142097107,4/11/2026,9/15/2036
597,34,Musica,Ella Lemke,Santiago_Dooley@yahoo.com,male,Polygender,4/3/1993,tesis,3944264831,8/14/2016,2/22/2026
598,63,Quimica (Maestria),Drew Legros II,Pat_Bailey@gmail.com,male,Neither,10/31/1994,tesis,3958102296,1/9/2026,12/19/2036
599,23,Ingenieria de Alimentos,Darlene Jacobs I,Sally_Mohr@gmail.com,female,Demi-man,3/5/1994,bapi,3467999543,1/17/2023,5/18/2033
600,17,Geografia,Tommie Walter,Kristine_Mohr@hotmail.com,female,Gender fluid,2/8/1992,pasantia,3601981503,10/14/2013,2/22/2022
601,18,Historia,Yvette Bednar,Melba_Steuber@gmail.com,female,Cis female,9/27/1998,tesis,3502621448,7/7/2018,6/14/2030
602,27,Ingenieria Industrial,Randy Bergnaum,Alfonso.Hirthe60@hotmail.com,male,Demi-man,3/5/1992,bapi,3481296445,11/17/2018,4/24/2028
603,37,Pedagogia,Kirk Predovic,Francis_King@hotmail.com,male,T* woman,11/10/1997,pasantia,3540376205,12/18/2021,3/22/2027
604,25,Ingenieria de Sistemas y Computacion,Ms. Alice Wolf,Alfonso_Moen18@yahoo.com,male,Agender,2/12/1993,tesis,3149945548,2/23/2019,9/2/2029
605,60,Neurociencias (Maestria),Estelle Friesen III,Edmund.Wilderman81@gmail.com,male,Polygender,7/29/1998,tesis,3808520782,11/8/2018,2/17/2029
606,13,Economia,Jackie Larson,Brenda60@yahoo.com,female,Gender neutral,4/6/1999,tesis,3856159924,2/7/2020,5/15/2029
607,60,Neurociencias (Maestria),Jimmy Abbott,Dominick92@hotmail.com,male,Two-spirit,5/19/1991,tesis,3259276993,1/29/2014,5/30/2024
608,48,Estudios Latinoamericanos (Maestria),Clarence Wolff,Bryan86@gmail.com,male,Male to female,10/6/1992,bapi,3905573052,9/9/2019,9/18/2029
609,20,Ingenieria Ambiental,Dr. Carlos Gulgowski,Vickie.Bode@yahoo.com,female,Neutrois,3/14/1994,tesis,3082392982,8/15/2020,3/21/2027
610,59,Musica (Maestria),Clifton Feest,Margaret.Breitenberg42@gmail.com,female,Male to female trans woman,9/13/1990,tesis,3245949165,5/15/2018,9/23/2025
611,33,Microbiologia,Marilyn Beer,Bernadette_Fay@hotmail.com,female,Demi-man,10/22/1995,pasantia,3462723381,2/28/2016,7/9/2024
612,43,Biologia Molecular y Biotecnologia (Maestria),Ms. Jaime Kub,Ramon_Robel@yahoo.com,male,Pangender,12/19/1999,bapi,3419871817,5/25/2020,3/8/2031
613,5,Biologia,Peggy Ritchie,Carole.Veum@gmail.com,female,Two-spirit person,12/11/1995,pasantia,3578110224,2/21/2021,8/23/2029
614,80,Sociologia (Doctorado),Barry Kulas,Bruce.Jacobson51@yahoo.com,male,Cisgender male,10/15/1997,tesis,3801423519,4/20/2019,11/24/2026
615,73,Fisica (Doctorado),Merle Altenwerth,Erika52@gmail.com,female,Trans female,7/4/1999,bapi,3727766698,9/8/2027,10/15/2037
616,4,Arte,Mr. Ivan Anderson,Douglas.Bechtelar@yahoo.com,male,Intersex woman,5/29/1995,pasantia,3352889697,2/8/2021,3/11/2030
617,1,Administracion de Empresas,Jessie Orn,Elijah45@hotmail.com,male,Other,7/12/1994,bapi,3659120240,4/18/2015,7/25/2022
618,61,Odontologia (Maestria),Lionel Jaskolski,Esther_Schiller65@hotmail.com,female,Demiflux,11/4/1991,pasantia,3378376234,3/12/2015,11/18/2018
619,12,Diseno Grafico,Lynn Brakus,Tom_Haag@gmail.com,male,Female to male trans man,10/4/1993,pasantia,3035703557,2/6/2019,12/17/2023
620,35,Nutricion y Dietetica,Dominick Blanda,Jonathon_Fahey83@gmail.com,male,Transgender person,5/17/1994,tesis,3747626670,5/18/2022,12/28/2027
621,9,Comunicacion Social,Kyle Lindgren,Gloria49@yahoo.com,female,Pangender,2/7/1994,tesis,3138202709,3/19/2023,8/20/2033
622,20,Ingenieria Ambiental,Cathy Parisian-Armstrong,Harvey_Senger@hotmail.com,male,Two* person,7/12/1995,tesis,3335280638,7/21/2019,9/23/2024
623,22,Ingenieria Civil,Patti Hilll,Tammy.Weber57@gmail.com,female,Cis man,11/2/1990,tesis,3310797522,4/3/2017,9/9/2029
624,62,Planificacion Urbana y Regional (Maestria),Anthony Leffler,Sandy_Legros@hotmail.com,female,F2M,3/20/1993,tesis,3567568404,7/23/2013,6/29/2021
625,25,Ingenieria de Sistemas y Computacion,Sean Balistreri,Jasmine56@hotmail.com,female,Gender neutral,3/11/1999,pasantia,3013719755,6/15/2018,10/22/2023
626,27,Ingenieria Industrial,Diane Bergnaum IV,Gregg_Feil13@hotmail.com,male,Cis woman,6/17/1999,bapi,3926983406,11/24/2026,8/25/2030
627,26,Ingenieria Electrica,Ernesto Walter,Forrest_Mitchell50@yahoo.com,male,Transmasculine,10/12/1992,bapi,3100373994,8/20/2015,12/26/2018
628,80,Sociologia (Doctorado),Becky Schamberger,Austin.Hickle37@hotmail.com,male,Cis man,1/12/1998,pasantia,3434988406,7/23/2028,12/29/2034
629,23,Ingenieria de Alimentos,Tracey Bernier,Felipe_Ritchie75@hotmail.com,male,Pangender,7/12/1990,pasantia,3430325140,12/18/2013,3/30/2020
630,47,Educacion (Maestria),Harold Jerde,Tony_Zemlak@hotmail.com,male,Transexual,11/28/1997,bapi,3098371548,10/31/2028,3/14/2037
631,35,Nutricion y Dietetica,Joe Rippin,Margie1@yahoo.com,female,Cisgender man,4/10/1991,tesis,3337314895,2/22/2014,2/1/2019
632,36,Odontologia,Jennifer Ritchie,Kay46@yahoo.com,female,Male to female,9/15/1999,tesis,3129794867,10/21/2019,1/29/2024
633,74,Ingenieria Civil (Doctorado),Candace Langosh,Shawna.Predovic43@gmail.com,female,Multigender,12/4/1992,bapi,3918903128,11/13/2015,1/15/2026
634,4,Arte,Crystal Schmidt,Mabel.Champlin30@gmail.com,female,Two* person,1/19/1995,bapi,3252142164,10/21/2025,6/22/2030
635,43,Biologia Molecular y Biotecnologia (Maestria),Dr. Naomi McClure,Lewis.Metz26@yahoo.com,male,Cisgender female,4/11/1990,bapi,3747881964,7/18/2016,2/23/2022
636,12,Diseno Grafico,Derek Kuhn Jr.,Irene.Hand@gmail.com,female,Cis female,10/18/1991,tesis,3982543026,1/28/2012,5/3/2019
637,27,Ingenieria Industrial,Janet Greenfelder,Trevor_Sawayn28@hotmail.com,male,Intersex woman,4/27/1996,pasantia,3805966746,4/30/2019,9/2/2031
638,5,Biologia,Geoffrey Weissnat IV,Theresa82@yahoo.com,female,Female to male transgender man,10/7/1999,pasantia,3518688493,4/19/2029,6/21/2035
639,34,Musica,Francis Lynch,Cassandra_Parisian27@yahoo.com,female,Male to female transgender woman,11/23/1998,bapi,3448475977,9/30/2025,12/11/2030
640,74,Ingenieria Civil (Doctorado),Wilma Larkin,Teri.Emmerich25@hotmail.com,female,Male to female transsexual woman,4/30/1999,tesis,3288364426,7/31/2020,1/3/2029
641,40,Sociologia,Frank Shields,Eva56@yahoo.com,female,Female to male trans man,8/8/1993,bapi,3827832837,3/11/2022,11/19/2027
642,40,Sociologia,Holly Russel,Earnest46@gmail.com,male,M2F,5/18/1995,pasantia,3151643207,3/20/2021,12/24/2025
643,30,Lenguas Modernas,Andy Schmidt DDS,Audrey_Armstrong72@hotmail.com,female,Genderqueer,4/1/1997,pasantia,3674070793,7/6/2024,7/14/2034
644,71,Educacion (Doctorado),Joanna Pacocha,Jack_Nikolaus30@yahoo.com,male,Hermaphrodite,3/5/1997,bapi,3915908591,10/9/2021,11/19/2030
645,23,Ingenieria de Alimentos,Lance Rogahn MD,Anne1@gmail.com,female,Cis male,4/19/1993,pasantia,3759203375,12/1/2012,6/13/2021
646,20,Ingenieria Ambiental,Cecilia Hackett,Erika_Jacobson@yahoo.com,female,Transmasculine,3/27/1994,bapi,3618543506,12/8/2024,1/19/2029
647,79,Quimica (Doctorado),Molly Simonis,Justin_Zulauf34@yahoo.com,male,Transgender female,2/7/2000,bapi,3913831069,9/19/2021,8/20/2031
648,18,Historia,Josephine Sawayn,Myra71@hotmail.com,female,Gender nonconforming,6/17/1993,pasantia,3267676962,10/25/2017,6/6/2025
649,55,Ingenieria de Materiales (Maestria),Mrs. Janis Carroll,Vivian57@hotmail.com,female,Cisgender male,2/19/1994,tesis,3222686892,6/20/2015,7/25/2022
650,50,Genetica y Biologia Molecular (Maestria),David Kerluke,Irving_Cruickshank@gmail.com,male,Male to female trans woman,6/2/1994,tesis,3959084329,7/5/2017,9/17/2027
651,62,Planificacion Urbana y Regional (Maestria),Phyllis Grady,Diana.Ruecker37@gmail.com,female,Trigender,9/17/1994,bapi,3476728358,4/28/2018,12/9/2023
652,66,Trabajo Social (Maestria),Judith Crist,Clinton13@gmail.com,male,Genderqueer,7/14/1997,bapi,3776410423,6/15/2018,7/25/2026
653,67,Arquitectura (Doctorado),Jill Johnson,Tina_Oberbrunner@gmail.com,female,Cisgender woman,4/5/1998,pasantia,3460647629,2/11/2023,10/19/2032
654,80,Sociologia (Doctorado),Ada Lynch II,Mae_Spinka@gmail.com,female,Cisgender woman,8/9/1998,pasantia,3507496826,11/18/2024,5/24/2033
655,52,Historia (Maestria),Drew Schowalter,Vera91@gmail.com,female,Androgyne,6/27/1996,pasantia,3836545917,4/5/2025,4/8/2036
656,21,Ingenieria Biomedica,Lee Hartmann,Loretta.Leuschke@gmail.com,female,Demiflux,4/30/1992,bapi,3077269607,11/8/2024,6/15/2030
657,72,Estudios Urbanos y Regionales (Doctorado),Dan VonRueden,Margarita30@hotmail.com,female,Gender questioning,3/26/1993,bapi,3481252347,8/2/2019,5/3/2028
658,56,Ingenieria de Sistemas y Computacion (Maestria),Vivian Bernier-Schulist,Elizabeth.Schaden@gmail.com,female,Omnigender,1/23/2000,tesis,3479409652,5/5/2028,1/16/2040
659,42,Arquitectura Paisajista (Maestria),Gertrude Mertz PhD,Ross.Mante62@hotmail.com,male,Trans person,6/23/1992,bapi,3185765163,9/24/2022,6/29/2030
660,15,Enfermeria,Nicolas Sauer,Kim37@yahoo.com,male,Intersex woman,5/10/1994,pasantia,3844092669,8/14/2016,12/15/2021
661,51,Gestion y Desarrollo Urbanos (Maestria),Sadie Howell,Sophia86@hotmail.com,female,Trans woman,6/4/1994,tesis,3761495533,4/7/2014,8/8/2023
662,20,Ingenieria Ambiental,Holly Gibson,Leticia.Mitchell-Greenfelder@gmail.com,female,Neither,8/25/1992,bapi,3462812614,6/5/2022,3/9/2030
663,49,Fisica (Maestria),Kenny Lind,Charles_Botsford@yahoo.com,male,Polygender,2/23/1991,pasantia,3622756402,5/1/2017,5/5/2026
664,79,Quimica (Doctorado),Darrel Ward,Ross_Kemmer@hotmail.com,male,Gender questioning,10/9/1992,tesis,3433473306,1/15/2014,9/21/2023
665,76,Matematicas (Doctorado),Eleanor Ferry,Bernadette.Rolfson29@yahoo.com,female,Multigender,10/19/1997,tesis,3717268374,3/28/2021,1/4/2033
666,72,Estudios Urbanos y Regionales (Doctorado),Jeffery Yost,Juana21@gmail.com,female,Pangender,12/13/1997,bapi,3599400629,8/18/2018,11/30/2025
667,20,Ingenieria Ambiental,Mr. Bradley Bogisich,Claude_Stehr16@gmail.com,male,Other,1/1/1999,tesis,3310958756,5/12/2021,10/21/2025
668,37,Pedagogia,Dr. Kelley Pouros,Cameron27@gmail.com,male,Gender variant,8/27/1998,bapi,3677530205,6/30/2024,3/6/2032
669,67,Arquitectura (Doctorado),Homer Rutherford,Grady10@gmail.com,male,Hermaphrodite,4/8/1994,tesis,3421028423,8/9/2022,9/15/2032
670,47,Educacion (Maestria),Wallace Smitham-Feeney,Joy_Cole@hotmail.com,female,Androgynous,8/7/1994,bapi,3289968289,9/18/2016,9/25/2021
671,14,Educacion,Nick Kuhn,Josephine96@hotmail.com,female,Xenogender,3/29/1996,bapi,3110527290,7/31/2018,10/3/2026
672,33,Microbiologia,Juanita Quigley,Gail32@yahoo.com,female,Demigender,12/17/1996,pasantia,3352493807,8/23/2026,3/31/2030
673,17,Geografia,Tricia Rolfson,Pamela18@yahoo.com,female,Gender neutral,7/3/1994,tesis,3466252170,6/14/2026,12/17/2032
674,41,Trabajo Social,Shaun Farrell PhD,James.Zboncak@yahoo.com,male,Xenogender,2/7/1997,pasantia,3678932981,8/18/2026,3/21/2036
675,80,Sociologia (Doctorado),Richard Stark,Silvia62@gmail.com,female,Trans,10/24/1992,pasantia,3237432500,4/28/2018,7/31/2023
676,63,Quimica (Maestria),Nathan Keebler,Faith_Keeling26@hotmail.com,female,Woman,8/6/1990,pasantia,3526293875,8/16/2019,8/22/2024
677,77,Medicina (Doctorado),Josefina Robel,Steven.Ankunding-Wisozk@hotmail.com,male,FTM,7/12/1990,bapi,3569737517,10/21/2016,12/29/2028
678,58,Matematicas (Maestria),Gilberto Blick,Candace_Pfeffer46@hotmail.com,female,Trigender,8/3/1996,bapi,3796237149,2/7/2028,7/14/2032
679,23,Ingenieria de Alimentos,Marty Stanton,Olive35@yahoo.com,female,Gender variant,2/23/2000,bapi,3598189112,1/30/2023,4/9/2029
680,44,Ciencias de la Informacion y la Comunicacion (Maestria),Sally Armstrong DDS,Lauren22@yahoo.com,female,Trans man,5/12/1997,pasantia,3766263052,9/19/2026,5/31/2031
681,10,Contaduria Publica,Melody Kemmer,Clarence_Quigley@gmail.com,male,Cis man,10/18/1998,pasantia,3193359367,8/19/2029,4/20/2040
682,40,Sociologia,Tara Veum,Philip_Luettgen90@gmail.com,male,Androgynous,7/27/1991,bapi,3452934290,9/4/2019,1/14/2029
683,69,Ciencias de la Informacion y la Comunicacion (Doctorado),Virgil Ebert,Raymond.Mertz@gmail.com,male,Polygender,7/30/1993,pasantia,3959765002,3/12/2021,11/15/2026
684,45,Desarrollo Sostenible (Maestria),Hilda O'Reilly,Julio.Adams@yahoo.com,male,Female to male transgender man,9/19/1995,pasantia,3851960564,11/26/2016,5/4/2021
685,17,Geografia,Johnathan D'Amore,Emma_Kunze46@gmail.com,female,Trans male,12/15/1994,bapi,3117467573,10/20/2025,11/28/2034
686,70,Derecho (Doctorado),Lynn Mraz,Harvey_Gislason@gmail.com,male,Transexual person,1/21/1995,pasantia,3087178416,4/26/2023,2/2/2034
687,21,Ingenieria Biomedica,Clarence Willms,Gregory65@gmail.com,male,Two-spirit person,9/26/1994,pasantia,3134340594,7/31/2024,5/10/2035
688,35,Nutricion y Dietetica,Dr. Pablo Lehner,Fred19@hotmail.com,male,Intersex,2/28/1999,tesis,3774425102,5/8/2029,4/11/2036
689,25,Ingenieria de Sistemas y Computacion,Gilbert Konopelski,Shaun_Lakin30@yahoo.com,male,T* man,5/25/1996,pasantia,3313514729,9/2/2020,11/3/2029
690,21,Ingenieria Biomedica,Ellen Cruickshank,Jordan.Runte@hotmail.com,male,Trans woman,12/29/1996,tesis,3983318631,2/10/2017,7/12/2027
691,34,Musica,Cynthia Beier,Chelsea.Hettinger@yahoo.com,female,Trans woman,11/25/1995,pasantia,3961022796,11/27/2021,4/2/2034
692,3,Arquitectura,Geneva Hilll,Theodore_Johnson-Smith47@hotmail.com,male,Cis man,8/26/1992,tesis,3621410880,6/2/2019,2/4/2030
693,15,Enfermeria,Susan Lockman,Glenn.Bins88@gmail.com,male,Transgender person,8/11/1994,bapi,3920969098,4/20/2017,10/2/2023
694,1,Administracion de Empresas,Courtney Willms,Dianna_Harris@yahoo.com,female,Transexual male,3/15/1998,tesis,3563201507,4/23/2023,12/1/2032
695,22,Ingenieria Civil,Terrell Balistreri,Stephen61@gmail.com,male,Other,7/27/1999,tesis,3831224833,6/2/2028,9/3/2039
696,25,Ingenieria de Sistemas y Computacion,Kerry Runte-Nitzsche,Wade.Hammes@gmail.com,male,Genderflux,10/8/1996,bapi,3630964681,11/14/2019,8/16/2026
697,27,Ingenieria Industrial,Kristina Rempel-Gleichner,Sergio.Kuphal@gmail.com,male,Cis,1/16/1991,tesis,3948500792,12/17/2018,2/27/2025
698,16,Fisica,Mr. Mike Raynor,Rafael39@gmail.com,male,M2F,6/29/1994,bapi,3748065632,1/5/2024,10/7/2033
699,11,Derecho,Enrique Gulgowski,Jackie.OKeefe72@yahoo.com,male,Pangender,1/4/1995,bapi,3286259096,7/12/2016,10/21/2020
700,11,Derecho,Delia Upton,Gladys29@yahoo.com,female,Intersex person,4/17/1992,bapi,3307661799,7/25/2013,1/1/2019
701,68,Biologia (Doctorado),Ann Waelchi I,Jamie29@gmail.com,male,Androgynous,5/5/1990,pasantia,3722815531,8/13/2021,11/15/2032
702,24,Ingenieria de Minas,Rolando Bahringer,Tony.Considine84@gmail.com,male,Non-binary,1/27/1996,bapi,3515793367,1/4/2022,4/15/2028
703,30,Lenguas Modernas,Neil Franecki,Betty.Mosciski2@gmail.com,female,Cis female,6/9/1991,tesis,3941542121,1/11/2018,9/18/2028
704,63,Quimica (Maestria),Vernon Morissette,Carol.Kohler@yahoo.com,female,Transmasculine,4/23/1996,bapi,3955786062,7/5/2027,10/13/2033
705,30,Lenguas Modernas,Elijah Rowe,Kristopher_Hand@hotmail.com,male,Trans female,4/14/1991,pasantia,3568162473,5/26/2012,11/29/2020
706,18,Historia,Donald Kub,Christina_Prosacco54@gmail.com,female,Cisgender woman,9/13/1993,pasantia,3013289879,2/15/2022,6/25/2025
